Age,Gender,MaritalStatus,EducationLevel,EmploymentStatus,AnnualIncome,LoanAmountRequested,PurposeOfLoan,CreditScore,ExistingLoansCount,LatePaymentsLastYear,LoanApproved
29,Male,Divorced,Master,Employed,627080.19,2349728.63,Home,494,6,6,0
19,Male,Married,Other,Student,293324.48,811235.85,Personal,637,0,1,0
42,Female,Widowed,High School,Unemployed,1966160.34,6680252.53,Business,489,2,6,0
62,Male,Divorced,Bachelor,Employed,415919.75,1441751.2,Business,625,8,0,0
30,Male,Divorced,High School,Employed,84388.24,320011.04,Business,693,6,1,0
59,Female,Single,Bachelor,Employed,93232.92,225692.16,Other,438,0,4,0
55,Female,Widowed,Bachelor,Employed,4187084.96,11382111.89,Car,478,2,4,0
35,Female,Divorced,High School,Unemployed,3483563.39,9507436.6,Education,632,5,0,1
59,Female,Divorced,Master,Self-employed,687434.0,1330487.32,Personal,659,0,0,1
68,Female,Single,Bachelor,Employed,671215.94,2201968.75,Personal,468,3,1,0
29,Male,Widowed,Bachelor,Student,1308230.38,6302601.19,Business,614,7,1,1
48,Male,Divorced,Master,Employed,3295430.39,7341799.82,Car,321,1,6,0
64,Female,Divorced,Bachelor,Unemployed,52291.6,99932.44,Home,583,5,1,0
51,Male,Single,Bachelor,Self-employed,152422.82,551266.44,Home,378,4,4,0
57,Female,Widowed,Master,Student,2762067.24,2781927.43,Business,393,9,9,0
45,Male,Widowed,High School,Self-employed,2623297.21,5152876.33,Car,830,4,0,1
26,Female,Single,Master,Employed,1648469.15,7674217.02,Business,600,6,0,0
55,Female,Married,Master,Self-employed,267687.92,850813.42,Car,557,6,3,0
62,Male,Divorced,Other,Employed,89613.55,58727.08,Car,613,5,0,0
22,Female,Widowed,High School,Student,4765369.36,3181312.1,Car,371,6,2,0
21,Female,Single,Master,Employed,899877.61,3484599.88,Home,601,8,0,1
62,Female,Married,Bachelor,Student,500366.26,2012721.91,Education,538,9,1,0
50,Female,Divorced,Other,Employed,2482250.0,5844472.94,Car,566,4,0,0
20,Female,Married,Bachelor,Employed,1106605.29,351046.22,Business,421,2,4,1
29,Male,Married,Bachelor,Employed,2165235.51,10681139.91,Education,454,6,0,0
51,Male,Widowed,Master,Employed,623407.35,2223064.56,Car,389,4,9,0
20,Male,Widowed,Bachelor,Employed,3324578.95,9400817.69,Home,416,2,6,0
69,Female,Divorced,High School,Unemployed,279535.54,218128.31,Car,704,7,1,0
62,Male,Divorced,High School,Self-employed,57667.6,84291.73,Personal,576,8,1,0
34,Male,Single,High School,Student,84422.08,351401.53,Home,718,3,0,0
54,Female,Divorced,Bachelor,Employed,103311.97,130046.17,Education,471,7,8,0
61,Male,Single,PhD,Self-employed,1830952.52,2686371.47,Personal,379,1,3,0
41,Male,Widowed,High School,Employed,2328004.58,2184705.5,Car,811,2,1,0
54,Female,Widowed,High School,Self-employed,321176.85,1250562.7,Business,633,6,0,0
65,Female,Married,Master,Employed,377710.66,938380.3,Personal,797,7,0,1
47,Female,Divorced,Bachelor,Employed,1418734.44,6503083.02,Other,437,9,2,0
43,Female,Widowed,Bachelor,Employed,542683.16,1802968.77,Personal,581,7,0,1
35,Female,Single,Master,Unemployed,2299972.12,5754500.68,Home,385,6,0,1
30,Male,Widowed,Other,Self-employed,4092488.77,15988194.97,Education,702,2,1,1
47,Male,Widowed,Master,Employed,560373.88,154842.3,Other,316,0,9,0
51,Male,Widowed,Other,Employed,202823.92,676945.8,Home,423,6,5,0
28,Female,Single,High School,Self-employed,1165305.4,4672047.51,Business,367,2,4,0
18,Female,Widowed,Bachelor,Employed,1518792.76,7015339.49,Business,315,5,6,0
50,Female,Widowed,High School,Unemployed,239621.03,26323.61,Home,555,0,0,1
50,Male,Single,Bachelor,Employed,61544.33,122427.55,Other,428,0,2,0
51,Male,Divorced,Other,Employed,4302709.05,17531094.22,Car,312,4,9,0
57,Female,Widowed,High School,Employed,1980026.14,9723354.1,Education,743,0,0,1
58,Male,Single,Master,Unemployed,77123.36,90413.26,Car,466,3,0,0
33,Male,Single,Bachelor,Employed,956899.63,3740251.25,Education,498,4,8,0
36,Female,Married,Bachelor,Unemployed,3327951.9,7656215.76,Education,624,9,0,1
69,Female,Single,Bachelor,Employed,80649.16,346908.23,Car,557,8,1,0
65,Female,Widowed,High School,Employed,57773.59,95037.22,Home,417,5,4,0
65,Female,Single,Master,Employed,1574635.1,4568823.93,Education,441,7,4,0
69,Female,Single,Master,Employed,2204244.49,5328294.32,Business,405,9,7,0
44,Female,Divorced,Other,Employed,76176.35,210267.95,Business,348,1,8,0
35,Male,Divorced,High School,Self-employed,3014163.82,13211493.5,Home,837,9,0,1
28,Female,Widowed,High School,Employed,162799.65,61057.16,Car,718,6,2,0
53,Female,Single,Other,Unemployed,166936.0,119741.78,Home,373,0,7,0
21,Male,Single,High School,Unemployed,1131392.2,3539428.87,Personal,578,3,0,1
63,Female,Widowed,High School,Employed,179288.2,791086.95,Home,567,6,0,0
63,Female,Single,High School,Employed,2905725.82,8316110.07,Home,595,4,0,1
48,Female,Divorced,High School,Retired,4466157.03,1702514.81,Business,376,0,4,1
24,Female,Single,High School,Employed,360427.09,521267.91,Home,618,5,1,0
67,Male,Widowed,High School,Unemployed,147910.47,589513.87,Personal,301,5,6,0
68,Male,Widowed,Bachelor,Self-employed,2989780.18,13623068.84,Education,327,1,6,0
40,Female,Single,Master,Employed,3234319.61,5920807.72,Other,385,4,5,0
58,Female,Married,Bachelor,Retired,532499.97,1587759.32,Personal,474,6,6,0
63,Male,Widowed,High School,Retired,257883.63,646279.21,Home,807,8,0,0
56,Female,Married,High School,Employed,425742.82,1218535.92,Home,819,9,0,1
30,Male,Single,Bachelor,Employed,372278.8,195148.49,Education,439,8,5,0
27,Female,Married,Master,Employed,1620862.44,1261330.05,Other,749,6,1,1
61,Male,Single,Master,Self-employed,195822.7,759627.65,Car,734,2,1,0
45,Male,Divorced,Bachelor,Employed,3527425.69,3794103.38,Education,621,1,1,1
62,Male,Single,High School,Employed,739533.69,1829794.54,Education,585,6,1,0
28,Female,Widowed,Master,Student,1265560.01,4877779.19,Business,472,4,3,0
38,Male,Single,Bachelor,Employed,297165.6,1469165.15,Education,718,6,1,0
68,Male,Single,Bachelor,Self-employed,499954.36,1690049.41,Business,454,6,1,0
54,Female,Married,Bachelor,Retired,1051111.1,3463771.81,Other,773,6,0,1
64,Male,Divorced,Bachelor,Employed,3502068.56,14256520.08,Personal,621,7,1,0
59,Male,Widowed,High School,Self-employed,1784807.2,920086.46,Personal,772,7,1,1
27,Male,Married,PhD,Employed,970298.15,1433753.65,Car,842,7,0,1
65,Male,Single,High School,Employed,87458.4,53433.67,Home,793,7,0,0
37,Female,Single,High School,Employed,538512.4,748258.38,Business,634,3,0,0
57,Male,Single,High School,Retired,441421.75,151884.52,Personal,707,0,0,1
68,Male,Widowed,High School,Employed,162706.11,682615.16,Business,514,4,0,0
47,Female,Divorced,Bachelor,Retired,3854503.67,9520187.96,Personal,817,9,0,1
25,Female,Single,High School,Student,62520.42,63931.74,Business,336,5,3,0
52,Male,Married,Other,Employed,267488.88,947504.83,Personal,675,0,0,0
34,Male,Divorced,Master,Employed,78975.12,337914.8,Home,548,1,0,0
22,Female,Divorced,Master,Self-employed,572066.71,2033626.86,Personal,765,0,0,1
59,Female,Widowed,High School,Employed,206289.96,309528.58,Business,407,3,1,0
29,Female,Widowed,High School,Employed,781797.08,1387799.53,Personal,552,1,0,0
45,Female,Single,Master,Employed,501627.32,993325.04,Home,596,1,0,0
43,Female,Widowed,High School,Employed,178211.64,175047.41,Business,576,1,1,0
21,Female,Married,Master,Employed,388622.77,1911275.89,Home,462,7,1,0
54,Male,Single,High School,Employed,3819917.06,10054662.1,Personal,587,9,3,0
35,Male,Single,Master,Student,4595167.05,11559714.05,Other,816,3,1,1
47,Female,Widowed,High School,Employed,1250080.34,3351815.87,Education,639,1,1,0
28,Male,Single,High School,Employed,2010031.66,7923673.52,Home,311,8,0,0
35,Female,Married,High School,Student,62583.48,249258.66,Business,684,5,0,0
30,Female,Single,Master,Employed,1344964.51,3714976.87,Business,755,5,0,1
37,Male,Divorced,High School,Unemployed,3447997.01,13487437.28,Other,696,5,0,0
31,Female,Divorced,Master,Student,604745.49,864609.57,Education,646,2,1,1
52,Male,Single,High School,Employed,55387.44,96995.44,Home,775,6,1,1
61,Female,Widowed,Master,Employed,3978676.17,1088378.68,Car,680,2,0,1
58,Female,Married,High School,Employed,230649.83,1037390.02,Personal,549,8,3,0
21,Male,Widowed,Bachelor,Employed,4049520.84,12273197.06,Education,654,6,0,0
64,Female,Married,High School,Employed,291651.91,1225416.11,Business,675,7,0,0
56,Female,Divorced,Master,Employed,96456.52,75846.96,Education,693,8,0,1
50,Male,Divorced,High School,Employed,100167.33,71426.24,Personal,491,6,3,0
53,Female,Married,High School,Student,1593609.55,5277687.34,Home,722,5,0,1
63,Female,Widowed,Bachelor,Student,344510.48,745927.44,Home,543,1,0,1
24,Female,Divorced,High School,Employed,115105.14,333968.76,Home,489,6,5,0
64,Female,Single,Master,Employed,1523038.83,7589497.45,Other,681,6,1,0
25,Male,Widowed,High School,Student,336697.81,496962.18,Education,643,6,0,0
35,Male,Married,Master,Employed,3708048.15,3334755.33,Car,307,0,8,0
41,Female,Divorced,PhD,Employed,56451.54,234000.09,Personal,397,7,5,0
27,Male,Divorced,Bachelor,Self-employed,90380.18,180223.42,Car,317,4,8,0
25,Male,Widowed,High School,Self-employed,177891.52,607705.82,Business,704,0,1,0
57,Male,Widowed,High School,Employed,92579.01,205170.36,Home,630,7,2,0
44,Male,Single,High School,Unemployed,1131981.61,5644571.82,Personal,300,0,4,0
40,Male,Single,Master,Employed,2198602.55,9313007.84,Personal,675,6,0,1
26,Female,Single,PhD,Unemployed,1247959.86,2201917.92,Home,428,4,2,0
53,Female,Divorced,High School,Self-employed,423510.7,553879.31,Other,581,8,0,0
39,Female,Single,High School,Retired,53018.15,239538.99,Car,540,4,0,0
34,Male,Married,Bachelor,Self-employed,396135.31,1777150.58,Education,733,9,1,0
63,Male,Single,Master,Employed,1403210.57,3578073.73,Education,583,0,1,1
51,Male,Married,High School,Employed,241686.64,697260.51,Business,329,3,1,0
20,Female,Single,Bachelor,Employed,2830003.56,2014317.98,Home,571,8,1,1
21,Female,Divorced,Bachelor,Self-employed,1092867.37,5134089.73,Other,347,9,8,0
43,Female,Divorced,Master,Employed,137551.03,249240.4,Home,809,1,0,1
63,Female,Single,Master,Employed,119128.1,141967.66,Other,711,1,0,0
27,Female,Widowed,High School,Unemployed,673638.97,865620.34,Other,300,2,6,0
43,Male,Divorced,Master,Student,235315.9,914761.01,Home,663,8,2,0
18,Male,Married,Bachelor,Employed,4466331.98,3477857.73,Personal,487,4,8,0
25,Female,Married,Master,Self-employed,1432751.81,6915673.95,Business,730,8,0,1
69,Male,Divorced,Bachelor,Employed,753512.1,574911.09,Personal,630,9,1,1
38,Male,Single,Master,Employed,130671.57,232810.95,Home,591,2,2,1
41,Male,Divorced,Master,Self-employed,50230.56,202983.59,Education,729,0,1,0
24,Female,Divorced,High School,Employed,51434.0,164132.57,Personal,637,3,1,0
61,Male,Widowed,High School,Retired,126534.75,46080.29,Education,639,0,2,1
69,Female,Married,Bachelor,Employed,243810.04,1069214.2,Personal,327,8,6,0
69,Male,Single,High School,Employed,390514.79,1113563.04,Business,300,9,9,0
40,Male,Widowed,PhD,Self-employed,92475.77,114281.77,Other,506,6,1,0
52,Female,Single,High School,Unemployed,1044965.63,5114808.29,Education,773,0,0,0
43,Female,Widowed,Bachelor,Employed,2296479.11,5624460.82,Personal,443,1,6,0
22,Male,Widowed,High School,Employed,128071.33,464503.54,Car,429,9,9,0
35,Female,Single,High School,Employed,248397.99,299747.98,Car,695,5,0,0
48,Male,Single,Master,Employed,2319682.43,10501905.22,Car,584,7,1,0
44,Male,Married,Bachelor,Unemployed,218171.13,528016.03,Education,798,1,0,1
61,Female,Divorced,Other,Employed,617992.93,2182440.43,Education,849,3,1,0
68,Male,Married,Bachelor,Employed,71737.6,14472.63,Other,473,1,9,0
58,Female,Married,Bachelor,Employed,105981.93,247931.52,Business,740,2,0,1
64,Female,Single,Master,Employed,398025.44,413660.74,Business,806,6,2,0
46,Male,Divorced,Master,Employed,121492.89,91057.59,Car,523,1,0,0
41,Male,Single,Other,Employed,576087.38,1422358.82,Education,649,1,1,0
32,Female,Divorced,Bachelor,Employed,1205936.09,1554179.54,Education,564,2,1,1
65,Female,Married,Bachelor,Employed,4413889.18,2076147.6,Other,301,3,5,0
29,Male,Married,Bachelor,Student,684721.1,81898.27,Other,471,3,5,0
54,Female,Married,High School,Self-employed,784032.85,857996.03,Education,505,3,2,1
65,Male,Widowed,Bachelor,Employed,3286393.45,804537.63,Education,459,3,6,1
21,Male,Divorced,High School,Employed,109359.11,531784.54,Business,820,8,1,0
31,Male,Widowed,Other,Employed,714561.9,1144096.85,Business,666,3,0,0
31,Male,Widowed,Other,Retired,797022.17,3318186.66,Business,600,1,0,1
24,Female,Single,High School,Employed,3399911.49,3799760.72,Personal,596,5,0,1
64,Male,Widowed,PhD,Employed,227395.21,1097350.16,Car,394,7,6,0
26,Male,Widowed,Master,Employed,374126.23,757670.06,Car,574,0,1,1
30,Male,Divorced,Master,Employed,279488.76,762731.89,Home,489,4,8,0
63,Male,Widowed,Master,Employed,719814.14,3540849.77,Personal,529,2,0,1
38,Female,Married,Master,Employed,1344338.76,6557766.6,Education,793,1,0,1
43,Female,Single,Master,Employed,1670689.27,3157874.02,Other,753,8,1,1
40,Female,Widowed,Bachelor,Self-employed,753434.99,2606752.52,Home,767,2,0,0
69,Male,Widowed,High School,Self-employed,3134269.71,7227407.01,Business,726,8,0,1
35,Female,Widowed,Bachelor,Employed,817879.67,3321245.22,Other,711,4,0,1
58,Female,Single,Bachelor,Self-employed,647806.73,1189228.68,Personal,760,4,0,1
22,Male,Single,Other,Unemployed,70399.1,247114.56,Car,490,7,2,0
54,Male,Single,Bachelor,Employed,496346.64,1014152.81,Home,816,5,1,1
47,Male,Married,High School,Employed,3656467.16,12522654.98,Home,754,3,2,0
24,Female,Married,Other,Employed,2992766.06,14827800.58,Other,552,1,0,0
63,Male,Divorced,Master,Employed,52327.41,83691.53,Home,515,6,0,0
58,Male,Married,Bachelor,Employed,51888.99,219406.52,Education,795,9,0,0
31,Male,Divorced,Master,Employed,4876420.41,18969557.74,Business,699,4,0,1
56,Female,Married,Other,Employed,73069.05,134642.69,Home,538,7,0,0
36,Female,Divorced,Bachelor,Employed,467943.39,2224988.1,Personal,692,1,1,0
34,Female,Married,Other,Employed,210627.39,299616.67,Personal,795,3,2,0
56,Male,Married,High School,Employed,173795.97,552722.09,Other,804,5,0,0
53,Female,Married,Master,Employed,74860.85,165953.22,Education,416,2,7,0
44,Male,Single,Bachelor,Unemployed,76469.34,104831.39,Personal,300,1,3,0
21,Male,Married,High School,Employed,111837.07,354292.52,Other,512,1,0,0
57,Female,Single,Bachelor,Employed,760440.28,3375228.3,Other,461,6,0,0
23,Male,Single,Bachelor,Employed,156092.28,563143.59,Business,746,9,0,0
44,Male,Divorced,Master,Employed,707511.35,3461627.19,Home,752,3,0,1
38,Male,Divorced,Bachelor,Self-employed,422642.47,1123154.09,Other,824,4,0,0
44,Male,Divorced,Master,Employed,4919803.27,19122981.23,Personal,782,5,0,1
38,Female,Married,Bachelor,Retired,4373303.13,12270433.28,Education,447,3,2,1
45,Female,Widowed,Master,Self-employed,2134318.35,5965304.57,Education,717,3,0,1
48,Female,Married,Master,Employed,195009.8,743802.61,Car,607,4,1,0
37,Female,Divorced,Bachelor,Employed,120742.62,513073.78,Business,331,8,2,0
32,Female,Divorced,Master,Employed,110534.95,406436.11,Business,401,5,8,0
44,Male,Single,Bachelor,Employed,1751142.03,5647652.3,Other,617,1,0,0
58,Female,Widowed,High School,Unemployed,3096217.07,4600442.54,Home,354,8,6,0
35,Male,Divorced,High School,Employed,224884.05,764049.07,Home,591,8,0,0
56,Male,Widowed,High School,Employed,523268.93,827736.01,Personal,610,8,1,0
36,Female,Widowed,High School,Employed,816118.3,2094308.71,Car,333,5,1,0
32,Male,Single,Master,Employed,2600914.94,4258005.77,Home,407,3,6,0
38,Male,Divorced,Master,Employed,1512153.83,5994520.99,Business,817,9,0,1
68,Male,Married,Bachelor,Self-employed,70668.67,117169.94,Car,333,7,4,0
18,Female,Widowed,PhD,Employed,82033.8,233844.55,Home,633,7,1,0
46,Female,Married,Bachelor,Employed,1090492.87,1637055.89,Education,569,7,0,1
46,Female,Single,High School,Student,68092.81,174615.59,Home,544,3,0,0
52,Male,Single,Other,Employed,348412.33,1054414.94,Home,820,1,1,0
69,Female,Married,Bachelor,Employed,188477.93,597322.19,Other,312,1,6,0
47,Female,Married,Master,Self-employed,85581.88,189595.16,Home,300,8,9,0
69,Male,Single,Bachelor,Student,92415.92,412984.85,Personal,515,0,0,0
48,Female,Married,High School,Self-employed,120797.56,209490.75,Personal,538,3,0,0
40,Female,Divorced,Master,Employed,787296.87,3463891.41,Education,819,2,1,1
42,Female,Married,Bachelor,Employed,153484.0,306236.37,Car,805,5,1,1
59,Male,Divorced,Master,Employed,3329192.26,14770954.52,Home,424,4,1,0
62,Male,Widowed,Master,Employed,2468430.03,12206343.83,Other,339,9,1,1
28,Male,Divorced,Bachelor,Employed,91422.78,399175.26,Other,312,1,5,0
45,Male,Married,Bachelor,Employed,271039.36,1168157.29,Personal,470,8,4,0
62,Male,Single,High School,Employed,1482244.15,3998288.4,Car,314,4,7,0
67,Female,Widowed,Bachelor,Student,152361.7,750575.17,Car,796,2,0,0
20,Female,Single,Bachelor,Employed,935965.03,2554972.26,Other,712,2,0,0
61,Female,Widowed,High School,Student,1801103.78,2671720.86,Home,400,3,4,0
25,Male,Divorced,Master,Self-employed,2652486.78,8347211.51,Business,719,0,0,1
49,Male,Married,Bachelor,Employed,149630.99,629015.66,Business,772,9,0,0
28,Male,Widowed,High School,Retired,2857550.72,9023282.12,Car,810,7,2,0
25,Female,Married,Bachelor,Student,575678.68,400143.78,Business,300,5,3,0
53,Male,Widowed,Master,Employed,2545513.76,8140975.45,Education,409,4,1,0
48,Male,Married,Bachelor,Student,901582.8,3971513.23,Education,622,2,0,0
40,Female,Widowed,Bachelor,Employed,322419.0,1331902.28,Car,566,4,0,0
65,Female,Married,Bachelor,Employed,144322.01,654370.45,Other,651,8,0,0
31,Female,Divorced,Master,Self-employed,2642209.5,11102974.91,Personal,674,1,1,0
41,Female,Single,Master,Employed,202020.27,288209.16,Other,313,8,3,0
25,Female,Widowed,Master,Employed,3118311.1,9803047.3,Education,534,0,1,0
20,Male,Married,Bachelor,Retired,261531.4,30771.99,Personal,699,5,1,1
55,Male,Married,Bachelor,Employed,430003.21,445376.67,Education,586,0,1,0
62,Male,Widowed,Master,Student,438016.46,47729.23,Business,457,0,8,0
47,Female,Divorced,High School,Employed,4586265.64,6790368.19,Other,542,7,0,1
63,Male,Single,High School,Employed,3912952.49,10557432.78,Business,455,5,0,1
63,Female,Married,High School,Employed,146139.12,203670.84,Business,780,3,0,0
28,Male,Married,Other,Employed,91874.04,391586.05,Business,815,3,0,0
23,Female,Married,Master,Self-employed,1109817.58,1590989.61,Other,303,6,6,0
35,Male,Single,Bachelor,Employed,2199442.1,6319162.91,Other,465,3,9,0
42,Male,Single,High School,Self-employed,169739.05,165751.18,Car,627,2,0,0
29,Male,Married,Other,Unemployed,140238.56,542570.36,Personal,487,7,7,0
57,Male,Single,High School,Employed,124129.4,352080.76,Business,362,9,2,0
63,Male,Married,Bachelor,Employed,821518.88,2100278.83,Home,643,7,2,0
29,Female,Single,Master,Employed,387772.2,1917586.76,Home,376,7,2,0
67,Female,Widowed,Bachelor,Employed,51738.12,236696.54,Education,524,5,0,0
37,Female,Widowed,PhD,Employed,195902.0,820075.35,Education,391,2,7,0
35,Male,Single,High School,Employed,136338.71,465682.0,Personal,350,1,0,0
41,Male,Divorced,High School,Employed,2313672.6,649156.2,Business,349,4,9,0
19,Male,Widowed,PhD,Employed,422047.92,1865177.92,Personal,766,0,1,0
66,Female,Divorced,High School,Employed,54919.21,232577.87,Business,810,3,0,0
52,Male,Single,High School,Student,186290.66,740541.74,Business,442,3,5,0
45,Male,Widowed,High School,Student,238043.27,900485.28,Car,731,5,0,0
60,Female,Divorced,High School,Unemployed,1843042.39,1369975.67,Car,614,5,0,1
27,Male,Divorced,Master,Retired,3989744.43,2450185.69,Education,300,1,1,1
61,Female,Widowed,Other,Employed,158848.22,155172.02,Car,601,8,0,1
68,Female,Married,Bachelor,Employed,492631.7,749776.79,Education,723,6,1,1
46,Female,Divorced,Bachelor,Employed,195370.66,359273.47,Other,690,4,1,0
29,Male,Widowed,High School,Retired,903108.87,3221302.09,Business,789,2,1,0
60,Male,Widowed,Other,Employed,59135.6,6925.35,Education,670,6,0,1
19,Female,Married,High School,Unemployed,156565.33,204324.07,Other,322,9,8,0
48,Female,Widowed,Bachelor,Employed,604822.2,2413507.82,Education,635,8,0,1
49,Male,Single,Bachelor,Student,212574.03,762999.14,Car,388,6,8,0
58,Male,Married,Other,Employed,415465.43,2036389.56,Home,346,5,7,0
44,Female,Divorced,High School,Self-employed,245123.08,474285.65,Other,773,6,0,0
42,Female,Married,PhD,Student,74175.3,72342.83,Other,522,5,0,0
31,Male,Married,Bachelor,Employed,2519789.02,4148667.05,Car,800,2,0,1
55,Female,Widowed,Bachelor,Unemployed,977501.15,1842153.74,Education,495,0,0,1
26,Male,Married,High School,Employed,193403.18,946489.46,Car,540,1,0,0
43,Male,Single,Bachelor,Employed,300467.21,72872.11,Business,692,8,0,1
44,Male,Married,PhD,Employed,189068.56,263660.64,Other,466,3,3,0
48,Male,Widowed,Bachelor,Retired,66953.61,104690.97,Home,300,8,3,0
51,Female,Divorced,Bachelor,Employed,1379146.59,5619301.87,Home,376,0,8,0
45,Male,Divorced,PhD,Employed,88069.1,68700.0,Personal,401,6,6,0
42,Female,Divorced,High School,Employed,415905.05,1312869.02,Business,507,0,0,0
18,Male,Single,Bachelor,Employed,271161.6,193074.96,Home,522,8,0,1
58,Male,Divorced,PhD,Employed,452168.94,1249845.68,Education,451,4,3,0
21,Male,Single,Bachelor,Retired,213043.07,786867.19,Education,646,3,0,0
62,Male,Widowed,Bachelor,Employed,187697.49,161212.51,Business,462,5,6,0
58,Female,Divorced,High School,Self-employed,357582.85,1047971.06,Other,463,9,7,0
25,Female,Married,Other,Employed,207885.44,512554.58,Personal,583,3,0,0
39,Female,Single,Master,Unemployed,145525.02,716744.78,Car,496,3,5,0
37,Female,Widowed,Master,Employed,1415286.72,2785358.44,Other,587,1,0,1
41,Female,Single,High School,Employed,1017856.15,4480560.36,Personal,795,6,0,0
66,Female,Single,Other,Employed,2146826.03,427686.88,Other,568,1,0,1
69,Male,Widowed,Bachelor,Employed,180719.65,279174.98,Other,776,9,1,0
54,Male,Widowed,Master,Employed,3645267.83,15039000.55,Other,651,6,0,1
43,Female,Divorced,High School,Self-employed,2422280.33,12027902.02,Personal,501,8,0,0
27,Female,Married,PhD,Self-employed,65185.9,60521.97,Car,685,2,0,1
32,Male,Widowed,High School,Student,63813.65,250963.49,Business,638,8,2,0
48,Male,Widowed,Other,Employed,802052.06,2144293.99,Home,789,1,1,1
35,Male,Divorced,PhD,Employed,451581.35,1847888.31,Home,547,3,0,0
19,Male,Single,Bachelor,Employed,1197698.11,2931045.27,Car,465,9,3,0
32,Female,Single,High School,Self-employed,426182.54,1960498.54,Personal,734,7,2,0
44,Female,Divorced,High School,Student,241243.75,413536.63,Other,647,4,1,1
33,Female,Divorced,Bachelor,Self-employed,1670580.48,7999928.34,Personal,666,2,2,0
24,Male,Single,High School,Self-employed,427768.54,1891925.69,Business,678,7,2,0
34,Male,Widowed,Master,Retired,151631.59,600912.75,Home,671,1,0,0
38,Male,Widowed,Other,Employed,88966.9,407069.75,Personal,706,2,1,0
18,Female,Divorced,Bachelor,Employed,2905369.54,863412.1,Education,807,2,0,1
29,Female,Single,Bachelor,Employed,53570.97,23869.17,Education,394,0,5,0
42,Male,Single,Bachelor,Employed,92684.4,142410.82,Personal,703,7,0,0
20,Male,Single,Other,Employed,115018.78,269556.04,Other,579,9,0,0
30,Male,Divorced,Bachelor,Self-employed,374478.83,1794782.17,Education,511,3,0,0
37,Female,Single,Bachelor,Unemployed,2978107.55,6210002.12,Education,300,7,7,0
67,Female,Widowed,Other,Self-employed,516105.08,2140026.69,Car,729,2,0,0
22,Male,Divorced,Master,Student,4152201.26,11897943.61,Home,816,7,0,1
63,Male,Single,Master,Employed,189153.19,922902.79,Car,813,7,0,0
19,Male,Widowed,High School,Employed,1230879.7,5821048.75,Other,474,3,4,0
43,Male,Widowed,Bachelor,Employed,3296820.67,7679292.16,Education,728,7,1,1
62,Female,Widowed,High School,Employed,3298555.9,5082235.87,Education,504,2,0,0
58,Male,Married,High School,Unemployed,2041849.5,1615688.39,Personal,643,5,1,1
54,Female,Single,High School,Employed,483814.28,1702656.2,Other,300,4,6,0
49,Male,Widowed,High School,Employed,404722.26,890744.58,Business,724,3,0,1
22,Male,Married,High School,Employed,120825.32,338615.1,Education,820,7,0,0
58,Male,Divorced,High School,Self-employed,2239106.56,1013134.02,Car,408,0,5,0
57,Female,Widowed,High School,Student,3554984.48,12837777.9,Personal,835,4,0,1
44,Female,Married,Bachelor,Employed,259335.58,1087506.49,Personal,370,4,9,0
21,Male,Widowed,Bachelor,Retired,136063.05,23475.88,Car,447,7,8,0
48,Male,Widowed,Master,Unemployed,947514.23,4162659.6,Personal,300,5,9,0
54,Male,Married,High School,Self-employed,2602188.93,11364054.99,Education,310,8,5,0
19,Male,Widowed,High School,Self-employed,2744294.24,7974933.11,Home,508,7,0,1
30,Female,Married,Bachelor,Unemployed,1293273.63,205987.1,Education,637,0,0,1
33,Female,Widowed,Bachelor,Employed,2947161.01,2310874.95,Other,634,8,1,1
26,Female,Married,Master,Employed,900947.62,3609351.58,Personal,816,8,0,1
46,Male,Married,Master,Employed,1100084.79,1158348.5,Car,410,2,0,1
44,Male,Married,PhD,Employed,808362.72,909980.88,Other,706,4,0,1
59,Female,Divorced,Master,Employed,4192499.2,9692263.68,Education,608,9,0,1
32,Female,Single,High School,Retired,1419855.21,1627761.82,Personal,300,4,3,0
39,Female,Married,High School,Unemployed,891900.54,1886073.12,Other,378,6,2,0
45,Male,Widowed,High School,Student,2466090.83,4337689.23,Education,736,4,1,0
24,Male,Widowed,High School,Unemployed,112498.19,547157.21,Personal,588,5,1,0
35,Female,Single,Bachelor,Employed,95735.24,279227.84,Business,601,8,2,0
53,Female,Single,Bachelor,Unemployed,1099406.08,199937.82,Car,348,0,9,0
45,Male,Widowed,Bachelor,Unemployed,71592.93,267800.36,Business,300,3,1,0
34,Female,Single,Master,Employed,3873437.31,11293090.24,Home,368,3,1,1
57,Male,Divorced,Bachelor,Unemployed,333669.18,535646.18,Education,304,2,1,0
29,Female,Widowed,High School,Employed,52768.56,83098.88,Other,813,7,2,0
20,Male,Widowed,Master,Unemployed,120119.21,525107.98,Other,636,1,0,0
30,Male,Divorced,Master,Employed,133487.23,72556.65,Car,654,7,0,1
31,Male,Married,High School,Self-employed,168180.63,325548.25,Business,813,8,0,1
35,Female,Single,Master,Student,201052.89,759751.12,Car,738,0,0,0
31,Female,Single,High School,Employed,82894.51,271300.74,Other,540,6,2,0
19,Male,Divorced,Other,Employed,203795.36,418641.62,Other,759,7,0,0
68,Female,Widowed,High School,Employed,497528.77,2363323.09,Business,817,9,1,0
58,Male,Widowed,High School,Self-employed,156348.65,86389.92,Car,497,5,3,0
63,Male,Divorced,Bachelor,Employed,3675335.82,9151652.12,Car,615,2,1,1
